Time Date,Product,Store,Value
2082018,2667437,QLD_CW_ST0203,4522
3082018,2667437,QLD_CW_ST0203,4788
4082018,2667437,QLD_CW_ST0203,4921
5082018,2667437,QLD_CW_ST0203,4788
6082018,2667437,QLD_CW_ST0203,5054
7082018,2667437,QLD_CW_ST0203,4921
8082018,2667437,QLD_CW_ST0203,4389
9082018,2667437,QLD_CW_ST0203,4389
10082018,2667437,QLD_CW_ST0203,4522
11082018,2667437,QLD_CW_ST0203,4921
12082018,2667437,QLD_CW_ST0203,5054
13082018,2667437,QLD_CW_ST0203,4389
14082018,2667437,QLD_CW_ST0203,4389
15082018,2667437,QLD_CW_ST0203,4512.5038
16082018,2667437,QLD_CW_ST0203,4921
17082018,2667437,QLD_CW_ST0203,4921
18082018,2667437,QLD_CW_ST0203,4788
19082018,2667437,QLD_CW_ST0203,4788
20082018,2667437,QLD_CW_ST0203,4655
21082018,2667437,QLD_CW_ST0203,4389
22082018,2667437,QLD_CW_ST0203,4788
23082018,2667437,QLD_CW_ST0203,4522
24082018,2667437,QLD_CW_ST0203,4788
25082018,2667437,QLD_CW_ST0203,4921
26082018,2667437,QLD_CW_ST0203,4620.5264
27082018,2667437,QLD_CW_ST0203,4921
28082018,2667437,QLD_CW_ST0203,4788
29082018,2667437,QLD_CW_ST0203,4788
30082018,2667437,QLD_CW_ST0203,4522
31082018,2667437,QLD_CW_ST0203,4788
1092018,2667437,QLD_CW_ST0203,5320
2092018,2667437,QLD_CW_ST0203,4921
3092018,2667437,QLD_CW_ST0203,4788
4092018,2667437,QLD_CW_ST0203,4620.5264
5092018,2667437,QLD_CW_ST0203,4788
6092018,2667437,QLD_CW_ST0203,4788
7092018,2667437,QLD_CW_ST0203,5054
8092018,2667437,QLD_CW_ST0203,5212.004
9092018,2667437,QLD_CW_ST0203,5054
10092018,2667437,QLD_CW_ST0203,4921
11092018,2667437,QLD_CW_ST0203,4921
12092018,2667437,QLD_CW_ST0203,5054
13092018,2667437,QLD_CW_ST0203,5054
14092018,2667437,QLD_CW_ST0203,5187
15092018,2667437,QLD_CW_ST0203,5054
16092018,2667437,QLD_CW_ST0203,5187
17092018,2667437,QLD_CW_ST0203,4788
18092018,2667437,QLD_CW_ST0203,4921
19092018,2667437,QLD_CW_ST0203,4921
20092018,2667437,QLD_CW_ST0203,5320
21092018,2667437,QLD_CW_ST0203,4921
22092018,2667437,QLD_CW_ST0203,4921
23092018,2667437,QLD_CW_ST0203,5054
24092018,2667437,QLD_CW_ST0203,5054
25092018,2667437,QLD_CW_ST0203,4651.0366
26092018,2667437,QLD_CW_ST0203,5005.4018
27092018,2667437,QLD_CW_ST0203,4921
28092018,2667437,QLD_CW_ST0203,2128
29092018,2667437,QLD_CW_ST0203,5266.002
30092018,2667437,QLD_CW_ST0203,4792.5752
1102018,2667437,QLD_CW_ST0203,4921
2102018,2667437,QLD_CW_ST0203,5054
3102018,2667437,QLD_CW_ST0203,4921
4102018,2667437,QLD_CW_ST0203,5054
5102018,2667437,QLD_CW_ST0203,5238.87
6102018,2667437,QLD_CW_ST0203,5035.8056
7102018,2667437,QLD_CW_ST0203,5187
8102018,2667437,QLD_CW_ST0203,5238.87
9102018,2667437,QLD_CW_ST0203,5320
10102018,2667437,QLD_CW_ST0203,5299.784
11102018,2667437,QLD_CW_ST0203,5282.627
12102018,2667437,QLD_CW_ST0203,4907.966
13102018,2667437,QLD_CW_ST0203,4674.0988
14102018,2667437,QLD_CW_ST0203,4670.96
15102018,2667437,QLD_CW_ST0203,5032.853
16102018,2667437,QLD_CW_ST0203,2113.7557
17102018,2667437,QLD_CW_ST0203,2113.7557
18102018,2667437,QLD_CW_ST0203,2113.7557
19102018,2667437,QLD_CW_ST0203,2261
20102018,2667437,QLD_CW_ST0203,2128
21102018,2667437,QLD_CW_ST0203,5266.4808
22102018,2667437,QLD_CW_ST0203,5320
23102018,2667437,QLD_CW_ST0203,2261
24102018,2667437,QLD_CW_ST0203,2394
25102018,2667437,QLD_CW_ST0203,2231.1548
26102018,2667437,QLD_CW_ST0203,2394
27102018,2667437,QLD_CW_ST0203,2261
28102018,2667437,QLD_CW_ST0203,2378.3991
29102018,2667437,QLD_CW_ST0203,5035.8056
30102018,2667437,QLD_CW_ST0203,5187
31102018,2667437,QLD_CW_ST0203,5320
1112018,2667437,QLD_CW_ST0203,5320
2112018,2667437,QLD_CW_ST0203,2261
3112018,2667437,QLD_CW_ST0203,2128
4112018,2667437,QLD_CW_ST0203,2394
5112018,2667437,QLD_CW_ST0203,2394
6112018,2667437,QLD_CW_ST0203,2793
7112018,2667437,QLD_CW_ST0203,2660
8112018,2667437,QLD_CW_ST0203,2128
9112018,2667437,QLD_CW_ST0203,5187
10112018,2667437,QLD_CW_ST0203,5187
11112018,2667437,QLD_CW_ST0203,2128
12112018,2667437,QLD_CW_ST0203,2128
13112018,2667437,QLD_CW_ST0203,2128
14112018,2667437,QLD_CW_ST0203,2128
15112018,2667437,QLD_CW_ST0203,2394
16112018,2667437,QLD_CW_ST0203,2394
17112018,2667437,QLD_CW_ST0203,2207.401
18112018,2667437,QLD_CW_ST0203,2128
19112018,2667437,QLD_CW_ST0203,2128
20112018,2667437,QLD_CW_ST0203,2128
21112018,2667437,QLD_CW_ST0203,2502.7408
22112018,2667437,QLD_CW_ST0203,2617.3336
23112018,2667437,QLD_CW_ST0203,2527
24112018,2667437,QLD_CW_ST0203,2394
25112018,2667437,QLD_CW_ST0203,2527
26112018,2667437,QLD_CW_ST0203,2527
27112018,2667437,QLD_CW_ST0203,2231.1548
28112018,2667437,QLD_CW_ST0203,3074.3615
29112018,2667437,QLD_CW_ST0203,2793
30112018,2667437,QLD_CW_ST0203,2394
1122018,2667437,QLD_CW_ST0203,2527
2122018,2667437,QLD_CW_ST0203,2793
3122018,2667437,QLD_CW_ST0203,2793
4122018,2667437,QLD_CW_ST0203,2362.7982
5122018,2667437,QLD_CW_ST0203,2300.7005
6122018,2667437,QLD_CW_ST0203,2261
7122018,2667437,QLD_CW_ST0203,2128
8122018,2667437,QLD_CW_ST0203,2394
9122018,2667437,QLD_CW_ST0203,2527
10122018,2667437,QLD_CW_ST0203,2394
11122018,2667437,QLD_CW_ST0203,2394
12122018,2667437,QLD_CW_ST0203,2527
13122018,2667437,QLD_CW_ST0203,2527
14122018,2667437,QLD_CW_ST0203,2722.8026
15122018,2667437,QLD_CW_ST0203,2510.7208
16122018,2667437,QLD_CW_ST0203,2176.5051
17122018,2667437,QLD_CW_ST0203,2494.4416
18122018,2667437,QLD_CW_ST0203,2494.4416
19122018,2667437,QLD_CW_ST0203,2784.355
20122018,2667437,QLD_CW_ST0203,2926
21122018,2667437,QLD_CW_ST0203,2853.1027
22122018,2667437,QLD_CW_ST0203,3059
23122018,2667437,QLD_CW_ST0203,2394
24122018,2667437,QLD_CW_ST0203,2246.0774
25122018,2667437,QLD_CW_ST0203,2128
26122018,2667437,QLD_CW_ST0203,2128
27122018,2667437,QLD_CW_ST0203,2394
28122018,2667437,QLD_CW_ST0203,2527
29122018,2667437,QLD_CW_ST0203,2527
30122018,2667437,QLD_CW_ST0203,2926
31122018,2667437,QLD_CW_ST0203,2793
1012019,2667437,QLD_CW_ST0203,3394.16
2012019,2667437,QLD_CW_ST0203,2848.78286
3012019,2667437,QLD_CW_ST0203,2932.65
4012019,2667437,QLD_CW_ST0203,2561.58
5012019,2667437,QLD_CW_ST0203,2979.2
6012019,2667437,QLD_CW_ST0203,3032.4
7012019,2667437,QLD_CW_ST0203,2956.59
8012019,2667437,QLD_CW_ST0203,3128.16
9012019,2667437,QLD_CW_ST0203,3072.3
10012019,2667437,QLD_CW_ST0203,3044.37
11012019,2667437,QLD_CW_ST0203,3511.2
12012019,2667437,QLD_CW_ST0203,3211.95
13012019,2667437,QLD_CW_ST0203,3214.199296
14012019,2667437,QLD_CW_ST0203,3657.5
15012019,2667437,QLD_CW_ST0203,2419.27
16012019,2667437,QLD_CW_ST0203,2396.66
17012019,2667437,QLD_CW_ST0203,2388.9061
18012019,2667437,QLD_CW_ST0203,2681.28
19012019,2667437,QLD_CW_ST0203,2633.4
20012019,2667437,QLD_CW_ST0203,2609.46
21012019,2667437,QLD_CW_ST0203,2628.08
22012019,2667437,QLD_CW_ST0203,3295.74
23012019,2667437,QLD_CW_ST0203,2979.2
24012019,2667437,QLD_CW_ST0203,2776.378458
25012019,2667437,QLD_CW_ST0203,3013.78
26012019,2667437,QLD_CW_ST0203,3481.94
27012019,2667437,QLD_CW_ST0203,3426.08
28012019,2667437,QLD_CW_ST0203,3224.006051
29012019,2667437,QLD_CW_ST0203,3295.74
30012019,2667437,QLD_CW_ST0203,3072.3
31012019,2667437,QLD_CW_ST0203,3126.286695
1022019,2667437,QLD_CW_ST0203,2298.089444
2022019,2667437,QLD_CW_ST0203,5993.8046
3022019,2667437,QLD_CW_ST0203,5636.79536
4022019,2667437,QLD_CW_ST0203,2614.2746
5022019,2667437,QLD_CW_ST0203,2464.49
6022019,2667437,QLD_CW_ST0203,2532.32
7022019,2667437,QLD_CW_ST0203,2411.44295
8022019,2667437,QLD_CW_ST0203,2276.22185
9022019,2667437,QLD_CW_ST0203,2872.8
10022019,2667437,QLD_CW_ST0203,2653.35
11022019,2667437,QLD_CW_ST0203,2713.330872
12022019,2667437,QLD_CW_ST0203,2952.6
13022019,2667437,QLD_CW_ST0203,2832.336612
14022019,2667437,QLD_CW_ST0203,2876.79
15022019,2667437,QLD_CW_ST0203,3089.59
16022019,2667437,QLD_CW_ST0203,3283.208208
17022019,2667437,QLD_CW_ST0203,3335.64
18022019,2667437,QLD_CW_ST0203,3189.34
19022019,2667437,QLD_CW_ST0203,2766.4
20022019,2667437,QLD_CW_ST0203,3044.37
21022019,2667437,QLD_CW_ST0203,2736.685672
22022019,2667437,QLD_CW_ST0203,5105.0587
23022019,2667437,QLD_CW_ST0203,3887.692676
24022019,2667437,QLD_CW_ST0203,2415.05124
25022019,2667437,QLD_CW_ST0203,3136.161546
26022019,2667437,QLD_CW_ST0203,3098.4744
27022019,2667437,QLD_CW_ST0203,2880.78
28022019,2667437,QLD_CW_ST0203,2394
1032019,2667437,QLD_CW_ST0203,3072.3
2032019,2667437,QLD_CW_ST0203,3072.3
3032019,2667437,QLD_CW_ST0203,3267.81
4032019,2667437,QLD_CW_ST0203,3051.225352
5032019,2667437,QLD_CW_ST0203,5132.2572
6032019,2667437,QLD_CW_ST0203,2478.19166
7032019,2667437,QLD_CW_ST0203,2165.38231
8032019,2667437,QLD_CW_ST0203,2509.826508
9032019,2667437,QLD_CW_ST0203,2246.0774
10032019,2667437,QLD_CW_ST0203,2410.65027
11032019,2667437,QLD_CW_ST0203,2247.09485
12032019,2667437,QLD_CW_ST0203,2464.49
13032019,2667437,QLD_CW_ST0203,2431.958732
14032019,2667437,QLD_CW_ST0203,2529.53365
15032019,2667437,QLD_CW_ST0203,2513.7
16032019,2667437,QLD_CW_ST0203,2441.88
17032019,2667437,QLD_CW_ST0203,2577.54
18032019,2667437,QLD_CW_ST0203,2754.43
19032019,2667437,QLD_CW_ST0203,2979.2
20032019,2667437,QLD_CW_ST0203,3085.6
21032019,2667437,QLD_CW_ST0203,5547.2571
22032019,2667437,QLD_CW_ST0203,2611.80612
23032019,2667437,QLD_CW_ST0203,2705.006668
24032019,2667437,QLD_CW_ST0203,2956.59
25032019,2667437,QLD_CW_ST0203,2464.49
26032019,2667437,QLD_CW_ST0203,3022.824
27032019,2667437,QLD_CW_ST0203,5371.080512
28032019,2667437,QLD_CW_ST0203,3202.00825
29032019,2667437,QLD_CW_ST0203,2489.76
30032019,2667437,QLD_CW_ST0203,2602.81
31032019,2667437,QLD_CW_ST0203,2906.05
1042019,2667437,QLD_CW_ST0203,2448.497415
2042019,2667437,QLD_CW_ST0203,2577.54
3042019,2667437,QLD_CW_ST0203,2854.07892
4042019,2667437,QLD_CW_ST0203,2335.002796
5042019,2667437,QLD_CW_ST0203,2641.92264
6042019,2667437,QLD_CW_ST0203,2253.466348
7042019,2667437,QLD_CW_ST0203,2298.7587
8042019,2667437,QLD_CW_ST0203,2509.71
9042019,2667437,QLD_CW_ST0203,2306.22
10042019,2667437,QLD_CW_ST0203,2686.51488
11042019,2667437,QLD_CW_ST0203,2374.05
12042019,2667437,QLD_CW_ST0203,2513.7
13042019,2667437,QLD_CW_ST0203,2690.59
14042019,2667437,QLD_CW_ST0203,2501.59035
15042019,2667437,QLD_CW_ST0203,2729.16
16042019,2667437,QLD_CW_ST0203,2713.2
17042019,2667437,QLD_CW_ST0203,2487.1
18042019,2667437,QLD_CW_ST0203,6141.548714
19042019,2667437,QLD_CW_ST0203,2276.96
20042019,2667437,QLD_CW_ST0203,2519.23812
21042019,2667437,QLD_CW_ST0203,2234.4
22042019,2667437,QLD_CW_ST0203,2489.76
23042019,2667437,QLD_CW_ST0203,2404.64
24042019,2667437,QLD_CW_ST0203,2128
25042019,2667437,QLD_CW_ST0203,2170.56
26042019,2667437,QLD_CW_ST0203,2306.22
27042019,2667437,QLD_CW_ST0203,2261
28042019,2667437,QLD_CW_ST0203,6120.66
29042019,2667437,QLD_CW_ST0203,6016.92
30042019,2667437,QLD_CW_ST0203,5653.83
1052019,2667437,QLD_CW_ST0203,5996.27042
2052019,2667437,QLD_CW_ST0203,2311.909075
3052019,2667437,QLD_CW_ST0203,6064.8
4052019,2667437,QLD_CW_ST0203,2255.68
5052019,2667437,QLD_CW_ST0203,2128
6052019,2667437,QLD_CW_ST0203,5958.4
7052019,2667437,QLD_CW_ST0203,5468.40406
8052019,2667437,QLD_CW_ST0203,6286.644
9052019,2667437,QLD_CW_ST0203,2622.76
10052019,2667437,QLD_CW_ST0203,5757.57
11052019,2667437,QLD_CW_ST0203,5812.1
12052019,2667437,QLD_CW_ST0203,5462.31
13052019,2667437,QLD_CW_ST0203,4883.76
14052019,2667437,QLD_CW_ST0203,5363.89
15052019,2667437,QLD_CW_ST0203,5117.84
16052019,2667437,QLD_CW_ST0203,5757.57
17052019,2667437,QLD_CW_ST0203,5068.63
18052019,2667437,QLD_CW_ST0203,5862.64
19052019,2667437,QLD_CW_ST0203,5708.36
20052019,2667437,QLD_CW_ST0203,5862.64
21052019,2667437,QLD_CW_ST0203,5458.32
22052019,2667437,QLD_CW_ST0203,4931.64
23052019,2667437,QLD_CW_ST0203,4970.21
24052019,2667437,QLD_CW_ST0203,5660.48
25052019,2667437,QLD_CW_ST0203,5508.86
26052019,2667437,QLD_CW_ST0203,5508.86
27052019,2667437,QLD_CW_ST0203,5455.887962
28052019,2667437,QLD_CW_ST0203,4974.40216
29052019,2667437,QLD_CW_ST0203,5205.62
30052019,2667437,QLD_CW_ST0203,5199.45545
31052019,2667437,QLD_CW_ST0203,5335.96
1062019,2667437,QLD_CW_ST0203,4522
2062019,2667437,QLD_CW_ST0203,4928.98
3062019,2667437,QLD_CW_ST0203,5314.68
4062019,2667437,QLD_CW_ST0203,5075.28
5062019,2667437,QLD_CW_ST0203,5171.04
6062019,2667437,QLD_CW_ST0203,5458.32
7062019,2667437,QLD_CW_ST0203,5122.504044
8062019,2667437,QLD_CW_ST0203,5730.587226
9062019,2667437,QLD_CW_ST0203,5054
10062019,2667437,QLD_CW_ST0203,5701.8031
11062019,2667437,QLD_CW_ST0203,5362.56
12062019,2667437,QLD_CW_ST0203,4928.98
13062019,2667437,QLD_CW_ST0203,4921
14062019,2667437,QLD_CW_ST0203,5306.7
15062019,2667437,QLD_CW_ST0203,5560.73
16062019,2667437,QLD_CW_ST0203,4657.66
17062019,2667437,QLD_CW_ST0203,5426.4
18062019,2667437,QLD_CW_ST0203,5135.13
19062019,2667437,QLD_CW_ST0203,4959.57
20062019,2667437,QLD_CW_ST0203,4774.398489
21062019,2667437,QLD_CW_ST0203,5104.59985
22062019,2667437,QLD_CW_ST0203,4883.76
23062019,2667437,QLD_CW_ST0203,5200.3
24062019,2667437,QLD_CW_ST0203,4522
25062019,2667437,QLD_CW_ST0203,5601.96
26062019,2667437,QLD_CW_ST0203,5253.131723
27062019,2667437,QLD_CW_ST0203,5384.32944
28062019,2667437,QLD_CW_ST0203,5560.73
29062019,2667437,QLD_CW_ST0203,4432.89
30062019,2667437,QLD_CW_ST0203,5218.92
1072019,2667437,QLD_CW_ST0203,5098.49515
2072019,2667437,QLD_CW_ST0203,5098.49515
3072019,2667437,QLD_CW_ST0203,5511.52
4072019,2667437,QLD_CW_ST0203,5609.94
5072019,2667437,QLD_CW_ST0203,5030.79283
6072019,2667437,QLD_CW_ST0203,5845.26222
7072019,2667437,QLD_CW_ST0203,6846.84
8072019,2667437,QLD_CW_ST0203,5770.072
9072019,2667437,QLD_CW_ST0203,5290.208
10072019,2667437,QLD_CW_ST0203,5620.846
11072019,2667437,QLD_CW_ST0203,4783.254028
12072019,2667437,QLD_CW_ST0203,5701.8031
13072019,2667437,QLD_CW_ST0203,4928.98
14072019,2667437,QLD_CW_ST0203,4256
15072019,2667437,QLD_CW_ST0203,4979.52
16072019,2667437,QLD_CW_ST0203,5064.64
17072019,2667437,QLD_CW_ST0203,5135.13
18072019,2667437,QLD_CW_ST0203,4428.524275
19072019,2667437,QLD_CW_ST0203,4809.28
20072019,2667437,QLD_CW_ST0203,5554.08
21072019,2667437,QLD_CW_ST0203,4553.92
22072019,2667437,QLD_CW_ST0203,5266.8
23072019,2667437,QLD_CW_ST0203,4793.32
24072019,2667437,QLD_CW_ST0203,4928.98
25072019,2667437,QLD_CW_ST0203,5539.45
26072019,2667437,QLD_CW_ST0203,6016.92
27072019,2667437,QLD_CW_ST0203,5554.08
28072019,2667437,QLD_CW_ST0203,5462.31
